order_id,order_date,ship_date,customer_id,product_id,quantity,sales,profit,discount,order_year,order_month,is_outlier
CA-2017-139619,2017-09-19,2017-09-23,ES-14080,115,2,95.616,9.5616,0.2,2017,9,False
CA-2016-118255,2016-03-11,2016-03-13,ON-18715,1598,2,45.98,19.7714,0.0,2016,3,False
CA-2016-118255,2016-03-11,2016-03-13,ON-18715,1637,2,17.46,8.2062,0.0,2016,3,False
CA-2014-146703,2014-10-20,2014-10-25,PO-18865,776,4,211.96,8.4784,0.0,2014,10,False
CA-2016-169194,2016-06-20,2016-06-25,LH-16900,915,3,45.0,4.95,0.0,2016,6,False
CA-2016-169194,2016-06-20,2016-06-25,LH-16900,967,2,21.8,6.104,0.0,2016,6,False
CA-2015-115742,2015-04-18,2015-04-22,DP-13000,394,6,38.22,17.9634,0.0,2015,4,False
CA-2015-115742,2015-04-18,2015-04-22,DP-13000,192,6,75.18,35.3346,0.0,2015,4,False
CA-2015-115742,2015-04-18,2015-04-22,DP-13000,1029,2,6.16,2.9568,0.0,2015,4,False
CA-2015-115742,2015-04-18,2015-04-22,DP-13000,760,1,89.99,17.0981,0.0,2015,4,False
CA-2016-105816,2016-12-11,2016-12-17,JM-15265,122,7,15.26,6.2566,0.0,2016,12,False
CA-2016-105816,2016-12-11,2016-12-17,JM-15265,43,5,1029.95,298.6855,0.0,2016,12,True
CA-2016-111682,2016-06-17,2016-06-18,TB-21055,824,6,208.56,52.14,0.0,2016,6,False
CA-2016-111682,2016-06-17,2016-06-18,TB-21055,1830,5,32.4,15.552,0.0,2016,6,False
CA-2016-111682,2016-06-17,2016-06-18,TB-21055,1174,5,319.41,7.098,0.1,2016,6,False
CA-2016-111682,2016-06-17,2016-06-18,TB-21055,159,2,14.56,6.9888,0.0,2016,6,False
CA-2016-111682,2016-06-17,2016-06-18,TB-21055,915,2,30.0,3.3,0.0,2016,6,False
CA-2016-111682,2016-06-17,2016-06-18,TB-21055,1280,4,48.48,16.362,0.2,2016,6,False
CA-2016-111682,2016-06-17,2016-06-18,TB-21055,1298,1,1.68,0.84,0.0,2016,6,False
CA-2015-135545,2015-11-24,2015-11-30,KM-16720,1599,2,13.98,6.1512,0.0,2015,11,False
CA-2015-135545,2015-11-24,2015-11-30,KM-16720,66,6,25.824,9.3612,0.2,2015,11,False
CA-2015-135545,2015-11-24,2015-11-30,KM-16720,1731,3,146.73,68.9631,0.0,2015,11,False
CA-2015-135545,2015-11-24,2015-11-30,KM-16720,1034,4,79.76,22.3328,0.0,2015,11,False
US-2015-164175,2015-04-30,2015-05-05,PS-18970,770,5,213.115,-15.2225,0.3,2015,4,False
CA-2014-106376,2014-12-05,2014-12-10,BS-11590,885,8,1113.024,111.3024,0.2,2014,12,True
CA-2014-106376,2014-12-05,2014-12-10,BS-11590,1849,4,167.968,62.988,0.2,2014,12,False
CA-2016-119823,2016-06-04,2016-06-06,KD-16270,1456,2,75.88,35.6636,0.0,2016,6,False
CA-2016-106075,2016-09-18,2016-09-23,HM-14980,235,1,4.616,1.731,0.2,2016,9,False
CA-2017-114440,2017-09-14,2017-09-17,TB-21520,1530,3,19.05,8.763,0.0,2017,9,False
US-2015-134026,2015-04-26,2015-05-02,JE-15745,814,8,831.936,-114.3912,0.2,2015,4,True
US-2015-134026,2015-04-26,2015-05-02,JE-15745,1546,2,97.04,1.213,0.2,2015,4,False
US-2015-134026,2015-04-26,2015-05-02,JE-15745,1382,1,72.784,-18.196,0.2,2015,4,False
US-2017-118038,2017-12-09,2017-12-11,KB-16600,542,3,1.248,-1.9344,0.8,2017,12,False
US-2017-118038,2017-12-09,2017-12-11,KB-16600,30,3,9.708,-5.8248,0.6,2017,12,False
US-2017-118038,2017-12-09,2017-12-11,KB-16600,1449,3,27.24,2.724,0.2,2017,12,False
US-2014-147606,2014-11-26,2014-12-01,JE-15745,564,5,19.3,-14.475,0.6,2014,11,False
CA-2016-127208,2016-06-12,2016-06-15,SC-20770,8,1,208.16,56.2032,0.0,2016,6,False
CA-2016-127208,2016-06-12,2016-06-15,SC-20770,247,3,16.74,8.0352,0.0,2016,6,False
CA-2014-139451,2014-10-12,2014-10-16,DN-13690,1304,5,14.9,4.172,0.0,2014,10,False
CA-2014-139451,2014-10-12,2014-10-16,DN-13690,1466,1,21.39,6.2031,0.0,2014,10,False
CA-2015-149734,2015-09-03,2015-09-08,JC-16105,940,7,200.984,62.8075,0.2,2015,9,False
US-2017-119662,2017-11-13,2017-11-16,CS-12400,1381,3,230.376,-48.9549,0.2,2017,11,False
CA-2017-140088,2017-05-28,2017-05-30,PO-18865,1173,2,301.96,33.2156,0.0,2017,5,False
CA-2017-155558,2017-10-26,2017-11-02,PG-18895,1023,1,19.99,6.7966,0.0,2017,10,False
CA-2017-155558,2017-10-26,2017-11-02,PG-18895,221,2,6.16,2.9568,0.0,2017,10,False
CA-2016-159695,2016-04-05,2016-04-10,GM-14455,582,7,158.368,13.8572,0.2,2016,4,False
CA-2016-109806,2016-09-17,2016-09-22,JS-15685,1579,3,20.1,6.633,0.0,2016,9,False
CA-2016-109806,2016-09-17,2016-09-22,JS-15685,1244,2,73.584,8.2782,0.2,2016,9,False
CA-2016-109806,2016-09-17,2016-09-22,JS-15685,1787,1,6.48,3.1104,0.0,2016,9,False
CA-2015-149587,2015-01-31,2015-02-05,KB-16315,1791,2,12.96,6.2208,0.0,2015,1,False
CA-2015-149587,2015-01-31,2015-02-05,KB-16315,1440,3,53.34,16.5354,0.0,2015,1,False
CA-2015-149587,2015-01-31,2015-02-05,KB-16315,904,2,32.96,16.1504,0.0,2015,1,False
US-2017-109484,2017-11-06,2017-11-12,RB-19705,673,1,5.682,-3.788,0.7,2017,11,False
CA-2017-161018,2017-11-09,2017-11-11,PN-18775,31,7,96.53,40.5426,0.0,2017,11,False
CA-2017-157833,2017-06-17,2017-06-20,KD-16345,1573,3,51.312,17.9592,0.2,2017,6,False
CA-2016-149223,2016-09-06,2016-09-11,ER-13855,637,6,77.88,22.5852,0.0,2016,9,False
CA-2016-158568,2016-08-29,2016-09-02,RB-19465,261,7,64.624,22.6184,0.2,2016,8,False
CA-2016-158568,2016-08-29,2016-09-02,RB-19465,1405,3,95.976,-10.7973,0.2,2016,8,False
CA-2016-158568,2016-08-29,2016-09-02,RB-19465,255,3,1.788,-3.0396,0.8,2016,8,False
CA-2016-129903,2016-12-01,2016-12-04,GZ-14470,1589,4,23.92,11.7208,0.0,2016,12,False
US-2015-156867,2015-11-13,2015-11-17,LC-16870,1007,6,238.896,-26.8758,0.2,2015,11,False
US-2015-156867,2015-11-13,2015-11-17,LC-16870,511,3,102.36,-3.8385,0.2,2015,11,False
US-2015-156867,2015-11-13,2015-11-17,LC-16870,270,3,36.882,-25.8174,0.7,2015,11,False
CA-2017-119004,2017-11-23,2017-11-28,JM-15250,1078,8,74.112,17.6016,0.2,2017,11,False
CA-2017-119004,2017-11-23,2017-11-28,JM-15250,1478,1,27.992,2.0994,0.2,2017,11,False
CA-2017-119004,2017-11-23,2017-11-28,JM-15250,1162,1,3.304,1.0738,0.2,2017,11,False
CA-2015-129476,2015-10-15,2015-10-20,PA-19060,1021,5,339.96,67.992,0.2,2015,10,False
CA-2017-146780,2017-12-25,2017-12-30,CV-12805,1040,2,41.96,10.9096,0.0,2017,12,False
CA-2016-128867,2016-11-03,2016-11-10,CL-12565,888,2,75.96,22.788,0.0,2016,11,False
CA-2016-128867,2016-11-03,2016-11-10,CL-12565,237,6,27.24,13.3476,0.0,2016,11,False
CA-2014-115259,2014-08-25,2014-08-27,RC-19960,1197,14,40.096,14.5348,0.2,2014,8,False
CA-2014-115259,2014-08-25,2014-08-27,RC-19960,1340,2,4.72,1.652,0.2,2014,8,False
CA-2014-115259,2014-08-25,2014-08-27,RC-19960,1707,3,23.976,7.4925,0.2,2014,8,False
CA-2014-115259,2014-08-25,2014-08-27,RC-19960,1581,6,130.464,44.0316,0.2,2014,8,False
CA-2015-110457,2015-03-02,2015-03-06,DK-13090,854,3,787.53,165.3813,0.0,2015,3,True
US-2015-136476,2015-04-05,2015-04-10,GG-14650,681,1,157.794,-115.7156,0.7,2015,4,False
CA-2016-103730,2016-06-12,2016-06-15,SC-20725,160,3,47.04,18.3456,0.0,2016,6,False
CA-2016-103730,2016-06-12,2016-06-15,SC-20725,499,4,30.84,13.878,0.0,2016,6,False
CA-2016-103730,2016-06-12,2016-06-15,SC-20725,461,6,226.56,63.4368,0.0,2016,6,False
CA-2016-103730,2016-06-12,2016-06-15,SC-20725,773,9,115.02,51.759,0.0,2016,6,False
CA-2016-103730,2016-06-12,2016-06-15,SC-20725,944,7,68.04,19.7316,0.0,2016,6,False
US-2014-152030,2014-12-26,2014-12-28,AD-10180,743,3,600.558,-8.5794,0.3,2014,12,True
US-2014-134614,2014-09-20,2014-09-25,PF-19165,318,6,617.7,-407.682,0.5,2014,9,True
US-2017-107272,2017-11-05,2017-11-12,TS-21610,241,2,2.388,-1.8308,0.7,2017,11,False
US-2017-107272,2017-11-05,2017-11-12,TS-21610,1572,7,243.992,30.499,0.2,2017,11,False
US-2016-125969,2016-11-06,2016-11-10,LS-16975,768,2,81.424,-9.1602,0.2,2016,11,False
US-2016-125969,2016-11-06,2016-11-10,LS-16975,558,3,238.56,26.2416,0.0,2016,11,False
US-2017-164147,2017-02-02,2017-02-05,DW-13585,149,5,59.97,-11.994,0.4,2017,2,False
US-2017-164147,2017-02-02,2017-02-05,DW-13585,1701,2,78.304,29.364,0.2,2017,2,False
US-2017-164147,2017-02-02,2017-02-05,DW-13585,1499,9,21.456,6.9732,0.2,2017,2,False
CA-2016-145583,2016-10-13,2016-10-19,LC-16885,1738,3,20.04,9.6192,0.0,2016,10,False
CA-2016-145583,2016-10-13,2016-10-19,LC-16885,1662,1,35.44,16.6568,0.0,2016,10,False
CA-2016-145583,2016-10-13,2016-10-19,LC-16885,1407,4,11.52,3.456,0.0,2016,10,False
CA-2016-145583,2016-10-13,2016-10-19,LC-16885,908,2,4.02,1.9698,0.0,2016,10,False
CA-2016-145583,2016-10-13,2016-10-19,LC-16885,722,3,76.176,26.6616,0.2,2016,10,False
CA-2016-145583,2016-10-13,2016-10-19,LC-16885,670,6,65.88,18.4464,0.0,2016,10,False
CA-2016-145583,2016-10-13,2016-10-19,LC-16885,1029,14,43.12,20.6976,0.0,2016,10,False
CA-2016-110366,2016-09-05,2016-09-07,JD-15895,881,2,82.8,10.35,0.2,2016,9,False
CA-2017-106180,2017-09-18,2017-09-23,SH-19975,1152,3,8.82,2.3814,0.0,2017,9,False
CA-2017-106180,2017-09-18,2017-09-23,SH-19975,471,3,10.86,5.1042,0.0,2017,9,False
CA-2017-106180,2017-09-18,2017-09-23,SH-19975,1696,3,143.7,68.976,0.0,2017,9,False
CA-2017-155376,2017-12-22,2017-12-27,SG-20080,1417,3,839.43,218.2518,0.0,2017,12,True
CA-2015-110744,2015-09-07,2015-09-12,HA-14920,1381,7,671.93,20.1579,0.0,2015,9,True
CA-2014-110072,2014-10-22,2014-10-28,MG-17680,1442,4,93.888,12.9096,0.2,2014,10,False
CA-2016-114489,2016-12-05,2016-12-09,JE-16165,1271,11,384.45,103.8015,0.0,2016,12,False
CA-2016-114489,2016-12-05,2016-12-09,JE-16165,150,3,149.97,5.9988,0.0,2016,12,False
CA-2016-114489,2016-12-05,2016-12-09,JE-16165,839,8,1951.84,585.552,0.0,2016,12,True
CA-2016-114489,2016-12-05,2016-12-09,JE-16165,701,5,171.55,80.6285,0.0,2016,12,False
CA-2016-158834,2016-03-13,2016-03-16,TW-21025,296,5,157.92,17.766,0.2,2016,3,False
CA-2016-158834,2016-03-13,2016-03-16,TW-21025,932,2,203.184,15.2388,0.2,2016,3,False
CA-2015-124919,2015-05-31,2015-06-02,SP-20650,1469,7,58.38,26.271,0.0,2015,5,False
CA-2015-124919,2015-05-31,2015-06-02,SP-20650,1665,4,105.52,48.5392,0.0,2015,5,False
CA-2015-124919,2015-05-31,2015-06-02,SP-20650,1543,6,80.88,21.0288,0.0,2015,5,False
CA-2015-118948,2015-05-28,2015-06-03,NK-18490,1117,3,6.63,1.7901,0.0,2015,5,False
CA-2014-104269,2014-03-01,2014-03-06,DB-13060,743,2,457.568,51.4764,0.2,2014,3,False
CA-2016-114104,2016-11-20,2016-11-24,NP-18670,229,2,14.62,6.8714,0.0,2016,11,False
CA-2016-114104,2016-11-20,2016-11-24,NP-18670,174,7,944.93,236.2325,0.0,2016,11,True
CA-2016-162733,2016-05-11,2016-05-12,TT-21070,1706,1,5.98,2.691,0.0,2016,5,False
CA-2015-119697,2015-12-28,2015-12-31,EM-13960,976,2,54.384,1.3596,0.2,2015,12,False
CA-2016-154508,2016-11-16,2016-11-20,RD-19900,1493,5,28.4,13.348,0.0,2016,11,False
CA-2016-113817,2016-11-07,2016-11-11,MJ-17740,1636,2,27.68,9.688,0.2,2016,11,False
CA-2014-139892,2014-09-08,2014-09-12,BM-11140,276,3,9.936,2.7324,0.2,2014,9,False
CA-2014-139892,2014-09-08,2014-09-12,BM-11140,985,8,8159.952,-1359.992,0.4,2014,9,True
CA-2014-139892,2014-09-08,2014-09-12,BM-11140,1476,3,275.928,-58.6347,0.2,2014,9,False
CA-2014-139892,2014-09-08,2014-09-12,BM-11140,1363,9,1740.06,-24.858,0.3,2014,9,True
CA-2014-139892,2014-09-08,2014-09-12,BM-11140,1411,6,32.064,6.8136,0.2,2014,9,False
CA-2014-139892,2014-09-08,2014-09-12,BM-11140,950,5,177.98,-453.849,0.8,2014,9,False
CA-2014-139892,2014-09-08,2014-09-12,BM-11140,930,3,143.976,8.9985,0.2,2014,9,False
CA-2014-118962,2014-08-05,2014-08-09,CS-12130,106,3,20.94,9.8418,0.0,2014,8,False
CA-2014-118962,2014-08-05,2014-08-09,CS-12130,1698,2,110.96,53.2608,0.0,2014,8,False
CA-2014-118962,2014-08-05,2014-08-09,CS-12130,771,7,340.144,21.259,0.2,2014,8,False
US-2014-100853,2014-09-14,2014-09-19,JB-15400,949,2,52.448,-131.12,0.8,2014,9,False
US-2014-100853,2014-09-14,2014-09-19,JB-15400,219,4,20.16,6.552,0.2,2014,9,False
US-2017-152366,2017-04-21,2017-04-25,SJ-20500,54,4,97.264,-243.16,0.8,2017,4,False
US-2015-101511,2015-11-21,2015-11-23,JE-15745,1226,7,396.802,-11.3372,0.3,2015,11,False
US-2015-101511,2015-11-21,2015-11-23,JE-15745,96,5,15.88,-3.7715,0.2,2015,11,False
CA-2015-137225,2015-12-15,2015-12-19,JK-15640,1408,1,3.28,1.4104,0.0,2015,12,False
CA-2014-166191,2014-12-05,2014-12-09,DK-13150,1541,2,24.816,1.8612,0.2,2014,12,False
CA-2014-166191,2014-12-05,2014-12-09,DK-13150,917,7,408.744,76.6395,0.2,2014,12,False
CA-2014-158274,2014-11-19,2014-11-24,RM-19675,46,4,503.96,131.0296,0.0,2014,11,True
CA-2014-158274,2014-11-19,2014-11-24,RM-19675,1164,5,149.95,41.986,0.0,2014,11,False
CA-2014-158274,2014-11-19,2014-11-24,RM-19675,791,2,29.0,7.25,0.0,2014,11,False
CA-2016-105018,2016-11-28,2016-12-02,SK-19990,262,2,7.16,3.4368,0.0,2016,11,False
CA-2014-123260,2014-08-26,2014-08-30,FM-14290,1404,8,176.8,22.984,0.0,2014,8,False
CA-2016-157000,2016-07-16,2016-07-22,AM-10360,1261,3,37.224,3.7224,0.2,2016,7,False
CA-2016-157000,2016-07-16,2016-07-22,AM-10360,1469,3,20.016,6.255,0.2,2016,7,False
CA-2015-102281,2015-10-12,2015-10-14,MP-17470,168,4,899.136,112.392,0.2,2015,10,True
CA-2015-102281,2015-10-12,2015-10-14,MP-17470,890,6,71.76,20.0928,0.0,2015,10,False
CA-2015-102281,2015-10-12,2015-10-14,MP-17470,1800,8,51.84,24.8832,0.0,2015,10,False
CA-2015-102281,2015-10-12,2015-10-14,MP-17470,167,3,626.352,46.9764,0.2,2015,10,True
CA-2015-102281,2015-10-12,2015-10-14,MP-17470,28,5,19.9,6.567,0.0,2015,10,False
CA-2015-131457,2015-10-31,2015-11-06,MZ-17515,1284,7,14.28,6.7116,0.0,2015,10,False
CA-2014-140004,2014-03-21,2014-03-25,CB-12025,331,2,7.408,1.2038,0.2,2014,3,False
CA-2014-140004,2014-03-21,2014-03-25,CB-12025,334,3,6.048,1.5876,0.2,2014,3,False
CA-2017-107720,2017-11-06,2017-11-13,VM-21685,507,3,46.26,12.0276,0.0,2017,11,False
US-2017-124303,2017-07-06,2017-07-13,FH-14365,1305,2,2.946,-2.2586,0.7,2017,7,False
US-2017-124303,2017-07-06,2017-07-13,FH-14365,1649,3,16.056,5.8203,0.2,2017,7,False
CA-2017-105074,2017-06-24,2017-06-29,MB-17305,1471,3,21.744,6.795,0.2,2017,6,False
CA-2014-133690,2014-08-03,2014-08-05,BS-11755,364,2,218.75,-161.875,0.5,2014,8,False
CA-2014-133690,2014-08-03,2014-08-05,BS-11755,365,1,2.6,0.2925,0.2,2014,8,False
US-2017-116701,2017-12-17,2017-12-21,LC-17140,608,2,66.284,-178.9668,0.8,2017,12,False
CA-2017-126382,2017-06-03,2017-06-07,HK-14890,548,7,35.168,9.6712,0.2,2017,6,False
CA-2017-108329,2017-12-09,2017-12-14,LE-16810,1167,4,444.768,44.4768,0.2,2017,12,False
CA-2017-135860,2017-12-01,2017-12-07,JH-15985,1553,4,83.92,5.8744,0.0,2017,12,False
CA-2017-135860,2017-12-01,2017-12-07,JH-15985,1241,2,131.98,35.6346,0.0,2017,12,False
CA-2017-135860,2017-12-01,2017-12-07,JH-15985,241,4,15.92,7.4824,0.0,2017,12,False
CA-2017-135860,2017-12-01,2017-12-07,JH-15985,123,9,52.29,16.2099,0.0,2017,12,False
CA-2017-135860,2017-12-01,2017-12-07,JH-15985,775,1,91.99,3.6796,0.0,2017,12,False
CA-2015-101007,2015-02-09,2015-02-13,MS-17980,1073,2,20.8,6.5,0.2,2015,2,False
CA-2015-146262,2015-01-02,2015-01-09,VW-21775,214,2,23.68,8.88,0.2,2015,1,False
CA-2015-146262,2015-01-02,2015-01-09,VW-21775,1180,5,452.45,-244.323,0.5,2015,1,False
CA-2015-146262,2015-01-02,2015-01-09,VW-21775,1478,3,62.982,-14.6958,0.4,2015,1,False
CA-2015-146262,2015-01-02,2015-01-09,VW-21775,431,9,1188.0,-950.4,0.7,2015,1,True
CA-2015-146262,2015-01-02,2015-01-09,VW-21775,1463,2,89.584,4.4792,0.2,2015,1,False
CA-2016-130162,2016-10-28,2016-11-01,JH-15910,1261,6,93.06,26.0568,0.0,2016,10,False
CA-2016-130162,2016-10-28,2016-11-01,JH-15910,114,3,302.376,22.6782,0.2,2016,10,False
CA-2015-169397,2015-12-24,2015-12-27,JB-15925,1196,2,5.584,1.8148,0.2,2015,12,False
CA-2015-169397,2015-12-24,2015-12-27,JB-15925,1614,6,22.704,8.2302,0.2,2015,12,False
CA-2015-169397,2015-12-24,2015-12-27,JB-15925,904,4,19.776,-13.8432,0.7,2015,12,False
CA-2015-169397,2015-12-24,2015-12-27,JB-15925,623,4,72.704,19.0848,0.2,2015,12,False
CA-2015-169397,2015-12-24,2015-12-27,JB-15925,1522,4,479.988,-383.9904,0.7,2015,12,False
CA-2015-169397,2015-12-24,2015-12-27,JB-15925,1491,2,27.168,2.7168,0.2,2015,12,False
CA-2015-163055,2015-08-09,2015-08-16,DS-13180,1414,1,2.2,0.968,0.0,2015,8,False
CA-2015-163055,2015-08-09,2015-08-16,DS-13180,317,5,622.45,136.939,0.0,2015,8,True
CA-2015-163055,2015-08-09,2015-08-16,DS-13180,1352,1,21.98,0.2198,0.0,2015,8,False
US-2015-145436,2015-02-28,2015-03-04,VD-21670,762,2,161.568,-28.2744,0.2,2015,2,False
US-2015-145436,2015-02-28,2015-03-04,VD-21670,764,8,389.696,43.8408,0.2,2015,2,False
US-2014-156216,2014-09-13,2014-09-17,EA-14035,690,7,18.648,-12.432,0.7,2014,9,False
US-2017-100930,2017-04-07,2017-04-12,CS-12400,377,2,233.86,-102.048,0.45,2017,4,False
US-2017-100930,2017-04-07,2017-04-12,CS-12400,368,3,620.6145,-248.2458,0.45,2017,4,True
US-2017-100930,2017-04-07,2017-04-12,CS-12400,690,2,5.328,-3.552,0.7,2017,4,False
US-2017-100930,2017-04-07,2017-04-12,CS-12400,1540,3,258.072,0.0,0.2,2017,4,False
US-2017-100930,2017-04-07,2017-04-12,CS-12400,1025,3,617.976,-7.7247,0.2,2017,4,True
CA-2017-160514,2017-11-12,2017-11-16,DB-13120,1831,2,10.56,4.752,0.0,2017,11,False
CA-2016-157749,2016-06-04,2016-06-09,KL-16645,1746,5,25.92,9.396,0.2,2016,6,False
CA-2016-157749,2016-06-04,2016-06-09,KL-16645,1036,5,419.68,-356.728,0.6,2016,6,False
CA-2016-157749,2016-06-04,2016-06-09,KL-16645,1497,3,11.688,-4.6752,0.6,2016,6,False
CA-2016-157749,2016-06-04,2016-06-09,KL-16645,1313,2,31.984,11.1944,0.2,2016,6,False
CA-2016-157749,2016-06-04,2016-06-09,KL-16645,943,5,177.225,-120.513,0.5,2016,6,False
CA-2016-157749,2016-06-04,2016-06-09,KL-16645,545,3,4.044,-2.8308,0.6,2016,6,False
CA-2016-157749,2016-06-04,2016-06-09,KL-16645,331,2,7.408,1.2038,0.2,2016,6,False
CA-2014-131926,2014-06-01,2014-06-06,DW-13480,743,7,2001.86,580.5394,0.0,2014,6,True
CA-2014-131926,2014-06-01,2014-06-06,DW-13480,1383,2,166.72,41.68,0.0,2014,6,False
CA-2014-131926,2014-06-01,2014-06-06,DW-13480,109,6,47.88,23.94,0.0,2014,6,False
CA-2014-131926,2014-06-01,2014-06-06,DW-13480,859,5,1503.25,496.0725,0.0,2014,6,True
CA-2014-131926,2014-06-01,2014-06-06,DW-13480,1800,4,25.92,12.4416,0.0,2014,6,False
CA-2016-154739,2016-12-10,2016-12-15,LH-17155,759,2,321.568,28.1372,0.2,2016,12,False
CA-2016-145625,2016-09-11,2016-09-17,KC-16540,1653,1,7.61,3.5767,0.0,2016,9,False
CA-2016-145625,2016-09-11,2016-09-17,KC-16540,1025,13,3347.37,636.0003,0.0,2016,9,True
CA-2016-146941,2016-12-10,2016-12-13,DL-13315,651,6,80.58,22.5624,0.0,2016,12,False
CA-2016-146941,2016-12-10,2016-12-13,DL-13315,1583,4,361.92,162.864,0.0,2016,12,False
US-2015-159982,2015-11-28,2015-12-04,DR-12880,545,9,12.132,-8.4924,0.6,2015,11,False
US-2015-159982,2015-11-28,2015-12-04,DR-12880,291,2,82.368,-19.5624,0.2,2015,11,False
US-2015-159982,2015-11-28,2015-12-04,DR-12880,1543,5,53.92,4.044,0.2,2015,11,False
US-2015-159982,2015-11-28,2015-12-04,DR-12880,1011,6,647.904,56.6916,0.2,2015,11,True
CA-2017-163139,2017-12-01,2017-12-03,CC-12670,1375,3,20.37,6.9258,0.0,2017,12,False
CA-2017-163139,2017-12-01,2017-12-03,CC-12670,1380,3,221.55,6.6465,0.0,2017,12,False
CA-2017-163139,2017-12-01,2017-12-03,CC-12670,49,5,17.52,6.132,0.2,2017,12,False
